country_name,vaccine_name,missing_data_count
Cayman Islands,"Hib, 3rd dose",21
China,"Measles-containing vaccine, 1st dose",21
Dominican Republic,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",21
Estonia,"Measles-containing vaccine, 2nd dose",21
Eswatini,"Pneumococcal conjugate vaccine, final dose",21
Finland,"Pneumococcal conjugate vaccine, final dose",21
Finland,"Rubella-containing vaccine, 1st dose",21
France,"DTP-containing vaccine, 3rd dose",21
French Polynesia,BCG (Baccille Calmette Guérin) vaccine,21
French Polynesia,"DTP-containing vaccine, 1st dose",21
Georgia,"Measles-containing vaccine, 2nd dose",21
Guinea,Yellow fever vaccine,21
Guinea-Bissau,Protection at birth (PAB) against neonatal tetanus,21
Guyana,Protection at birth (PAB) against neonatal tetanus,21
Honduras,"HepB, birth dose (given within 24 hours of birth)",21
Honduras,"Rubella-containing vaccine, 1st dose",21
Honduras,"Vitamin A, 1st dose",21
Indonesia,"HepB, birth dose (given within 24 hours of birth)",21
Jordan,"Pneumococcal conjugate vaccine, 2nd dose",21
Latvia,"Measles-containing vaccine, 2nd dose",21
Liberia,"DTP-containing vaccine, 1st dose",21
Luxembourg,"Rotavirus, 1st dose",21
Maldives,"HepB, birth dose (given within 24 hours of birth)",21
Mali,"Rotavirus, last dose",21
Montenegro,"Pneumococcal conjugate vaccine, 2nd dose",21
Mozambique,"Pneumococcal conjugate vaccine, final dose",21
Mozambique,Protection at birth (PAB) against neonatal tetanus,21
Namibia,Protection at birth (PAB) against neonatal tetanus,21
Nepal,"Pneumococcal conjugate vaccine, final dose",21
New Caledonia,"HepB, birth dose (given within 24 hours of birth)",21
Niue,"Rotavirus, last dose",21
North Macedonia,BCG (Baccille Calmette Guérin) vaccine,21
North Macedonia,"Measles-containing vaccine, 2nd dose",21
Pakistan,Protection at birth (PAB) against neonatal tetanus,21
Papua New Guinea,"Pneumococcal conjugate vaccine, final dose",21
Philippines,"HepB, birth dose (given within 24 hours of birth)",21
Philippines,"Rotavirus, 1st dose",21
Qatar,"Hib, 3rd dose",21
Seychelles,Protection at birth (PAB) against neonatal tetanus,21
Sierra Leone,"DTP-containing vaccine, 1st dose",21
Sierra Leone,"Measles-containing vaccine, 1st dose",21
South Africa,"Measles-containing vaccine, 2nd dose",21
Turks and Caicos Islands,"Hib, 3rd dose",21
Turks and Caicos Islands,"Measles-containing vaccine, 2nd dose",21
Ukraine,"Measles-containing vaccine, 2nd dose",21
United Arab Emirates,"HepB, 3rd dose",21
United Kingdom of Great Britain and Northern Ireland,"Measles-containing vaccine, 2nd dose",21
United States of America,"Polio, 3rd dose",21
Vanuatu,Protection at birth (PAB) against neonatal tetanus,21
Wallis and Futuna,"Measles-containing vaccine, 1st dose",21
Zimbabwe,"Rotavirus, last dose",21
Afghanistan,"Rotavirus, 1st dose",20
Albania,"Rotavirus, 1st dose",20
Anguilla,"HepB, 3rd dose",20
Austria,"DTP-containing vaccine, 1st dose",20
Austria,"Measles-containing vaccine, 1st dose",20
Austria,"Rubella-containing vaccine, 1st dose",20
Bahrain,BCG (Baccille Calmette Guérin) vaccine,20
Benin,"Rotavirus, 1st dose",20
Bermuda,"HepB, birth dose (given within 24 hours of birth)",20
Botswana,"Rotavirus, last dose",20
British Virgin Islands,"HepB, 3rd dose",20
British Virgin Islands,"Hib, 3rd dose",20
Cambodia,"Pneumococcal conjugate vaccine, 1st dose",20
Cameroon,"Rotavirus, last dose",20
Canada,Protection at birth (PAB) against neonatal tetanus,20
Cayman Islands,"HepB, 3rd dose",20
China,Protection at birth (PAB) against neonatal tetanus,20
"China, Hong Kong SAR",Japanese encephalitis,20
"China, Hong Kong SAR","Polio, 3rd dose",20
Congo,"Rotavirus, last dose",20
Croatia,"Inactivated polio-containing vaccine, 1st dose",20
Czechia,"Inactivated polio-containing vaccine, 1st dose",20
Estonia,"Rotavirus, last dose",20
Finland,"Pneumococcal conjugate vaccine, 1st dose",20
France,"Rubella-containing vaccine, 1st dose",20
Germany,"Pneumococcal conjugate vaccine, 2nd dose",20
Guam,"Rotavirus, last dose",20
Haiti,"Pneumococcal conjugate vaccine, 1st dose",20
Haiti,"Rotavirus, last dose",20
Iraq,"Pneumococcal conjugate vaccine, 1st dose",20
Ireland,"Inactivated polio-containing vaccine, 1st dose",20
Italy,"Pneumococcal conjugate vaccine, 2nd dose",20
Japan,BCG (Baccille Calmette Guérin) vaccine,20
Kyrgyzstan,"Measles-containing vaccine, 2nd dose",20
Lebanon,Protection at birth (PAB) against neonatal tetanus,20
Lesotho,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",20
Liberia,"Rotavirus, last dose",20
Lithuania,"Rotavirus, 1st dose",20
Madagascar,"Rotavirus, last dose",20
Malaysia,"HepB, birth dose (given within 24 hours of birth)",20
Malaysia,Protection at birth (PAB) against neonatal tetanus,20
Mauritania,"Rotavirus, last dose",20
Monaco,"Rubella-containing vaccine, 1st dose",20
Nauru,"HepB, 3rd dose",20
Netherlands (Kingdom of the),"Inactivated polio-containing vaccine, 1st dose",20
New Caledonia,"DTP-containing vaccine, 1st dose",20
Nicaragua,Protection at birth (PAB) against neonatal tetanus,20
Nigeria,"Pneumococcal conjugate vaccine, final dose",20
Niue,"HepB, 3rd dose",20
Norway,"Rotavirus, 1st dose",20
Poland,"Measles-containing vaccine, 2nd dose",20
Portugal,"Inactivated polio-containing vaccine, 1st dose",20
Russian Federation,"Inactivated polio-containing vaccine, 1st dose",20
Russian Federation,"Measles-containing vaccine, 2nd dose",20
Rwanda,Protection at birth (PAB) against neonatal tetanus,20
Samoa,"Pneumococcal conjugate vaccine, 2nd dose",20
San Marino,"Rubella-containing vaccine, 1st dose",20
Senegal,"Rotavirus, last dose",20
Serbia,"Inactivated polio-containing vaccine, 1st dose",20
Sierra Leone,"DTP-containing vaccine, 3rd dose",20
Sierra Leone,"Polio, 3rd dose",20
Sierra Leone,"Rotavirus, last dose",20
Slovenia,"Inactivated polio-containing vaccine, 1st dose",20
Somalia,Protection at birth (PAB) against neonatal tetanus,20
Syrian Arab Republic,"Rubella-containing vaccine, 1st dose",20
Tokelau,"HepB, 3rd dose",20
Tokelau,"Pneumococcal conjugate vaccine, 1st dose",20
Tokelau,"Pneumococcal conjugate vaccine, 2nd dose",20
Tokelau,"Pneumococcal conjugate vaccine, final dose",20
Tokelau,"Rotavirus, 1st dose",20
Tokelau,"Rotavirus, last dose",20
Tonga,"HepB, 3rd dose",20
Turkmenistan,"Measles-containing vaccine, 2nd dose",20
Uganda,"Rotavirus, 1st dose",20
Ukraine,"Pneumococcal conjugate vaccine, 2nd dose",20
United States of America,"DTP-containing vaccine, 1st dose",20
Viet Nam,Japanese encephalitis,20
Zambia,"Rotavirus, last dose",20
American Samoa,"Measles-containing vaccine, 1st dose",19
Andorra,Protection at birth (PAB) against neonatal tetanus,19
Angola,Protection at birth (PAB) against neonatal tetanus,19
Antigua and Barbuda,Protection at birth (PAB) against neonatal tetanus,19
Argentina,Protection at birth (PAB) against neonatal tetanus,19
Argentina,"Rubella-containing vaccine, 1st dose",19
Armenia,Protection at birth (PAB) against neonatal tetanus,19
Austria,"DTP-containing vaccine, 3rd dose",19
Bahamas,"Rotavirus, last dose",19
Bahrain,"Measles-containing vaccine, 2nd dose",19
Bangladesh,Protection at birth (PAB) against neonatal tetanus,19
Barbados,Protection at birth (PAB) against neonatal tetanus,19
Belgium,Protection at birth (PAB) against neonatal tetanus,19
Bhutan,"Pneumococcal conjugate vaccine, 1st dose",19
Bosnia and Herzegovina,"Pneumococcal conjugate vaccine, 2nd dose",19
Brunei Darussalam,Protection at birth (PAB) against neonatal tetanus,19
Bulgaria,Protection at birth (PAB) against neonatal tetanus,19
Burundi,"Rotavirus, last dose",19
Chile,Protection at birth (PAB) against neonatal tetanus,19
China,"DTP-containing vaccine, 1st dose",19
"China, Hong Kong SAR","Japanese encephalitis vaccine, 1st dose",19
"China, Macao SAR","Measles-containing vaccine, 2nd dose",19
Costa Rica,Protection at birth (PAB) against neonatal tetanus,19
Croatia,Protection at birth (PAB) against neonatal tetanus,19
Cyprus,"Pneumococcal conjugate vaccine, 1st dose",19
Cyprus,Protection at birth (PAB) against neonatal tetanus,19
Cyprus,"Rubella-containing vaccine, 1st dose",19
Czechia,Protection at birth (PAB) against neonatal tetanus,19
Denmark,Protection at birth (PAB) against neonatal tetanus,19
Egypt,Protection at birth (PAB) against neonatal tetanus,19
Eritrea,"Pneumococcal conjugate vaccine, final dose",19
Estonia,Protection at birth (PAB) against neonatal tetanus,19
Ethiopia,"Pneumococcal conjugate vaccine, 2nd dose",19
Ethiopia,"Rotavirus, last dose",19
Fiji,"Rotavirus, last dose",19
Finland,"Rotavirus, 1st dose",19
France,"Pneumococcal conjugate vaccine, 1st dose",19
French Polynesia,"Pneumococcal conjugate vaccine, 1st dose",19
Georgia,"HepB, 3rd dose",19
Georgia,"Pneumococcal conjugate vaccine, final dose",19
Germany,Protection at birth (PAB) against neonatal tetanus,19
Grenada,Protection at birth (PAB) against neonatal tetanus,19
Guam,Japanese encephalitis,19
Hungary,BCG (Baccille Calmette Guérin) vaccine,19
Hungary,Protection at birth (PAB) against neonatal tetanus,19
Indonesia,"Pneumococcal conjugate vaccine, 1st dose",19
Iran (Islamic Republic of),"Measles-containing vaccine, 2nd dose",19
Israel,"HepB, 3rd dose",19
Israel,"HepB, birth dose (given within 24 hours of birth)",19
Italy,"HepB, 3rd dose",19
Japan,"Pneumococcal conjugate vaccine, final dose",19
Kazakhstan,Protection at birth (PAB) against neonatal tetanus,19
Kenya,Protection at birth (PAB) against neonatal tetanus,19
Kiribati,"Measles-containing vaccine, 1st dose",19
Kiribati,"Pneumococcal conjugate vaccine, final dose",19
Kuwait,"Rubella-containing vaccine, 1st dose",19
Latvia,Protection at birth (PAB) against neonatal tetanus,19
Lebanon,"Pneumococcal conjugate vaccine, 1st dose",19
Liberia,Yellow fever vaccine,19
Malaysia,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",19
Mali,Protection at birth (PAB) against neonatal tetanus,19
Malta,Protection at birth (PAB) against neonatal tetanus,19
Mauritius,Protection at birth (PAB) against neonatal tetanus,19
Mongolia,"HepB, 3rd dose",19
Mongolia,Protection at birth (PAB) against neonatal tetanus,19
Mozambique,"Rotavirus, 1st dose",19
Myanmar,Protection at birth (PAB) against neonatal tetanus,19
Namibia,"Pneumococcal conjugate vaccine, final dose",19
Nepal,Protection at birth (PAB) against neonatal tetanus,19
Netherlands (Kingdom of the),Protection at birth (PAB) against neonatal tetanus,19
New Zealand,"Polio, 3rd dose",19
Nicaragua,"Rubella-containing vaccine, 1st dose",19
Nigeria,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",19
Norway,Protection at birth (PAB) against neonatal tetanus,19
Panama,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",19
Paraguay,Protection at birth (PAB) against neonatal tetanus,19
Philippines,"Pneumococcal conjugate vaccine, final dose",19
Portugal,Protection at birth (PAB) against neonatal tetanus,19
Republic of Korea,Protection at birth (PAB) against neonatal tetanus,19
Romania,Protection at birth (PAB) against neonatal tetanus,19
Russian Federation,Protection at birth (PAB) against neonatal tetanus,19
Saint Lucia,Protection at birth (PAB) against neonatal tetanus,19
San Marino,"Hib, 3rd dose",19
San Marino,"Pneumococcal conjugate vaccine, 1st dose",19
San Marino,Protection at birth (PAB) against neonatal tetanus,19
Serbia,Protection at birth (PAB) against neonatal tetanus,19
Serbia,"Rubella-containing vaccine, 1st dose",19
Sierra Leone,BCG (Baccille Calmette Guérin) vaccine,19
Slovakia,"HepB, 3rd dose",19
Slovakia,Protection at birth (PAB) against neonatal tetanus,19
Slovenia,Protection at birth (PAB) against neonatal tetanus,19
Solomon Islands,"Rotavirus, 1st dose",19
Spain,Protection at birth (PAB) against neonatal tetanus,19
Sri Lanka,"Rubella-containing vaccine, 1st dose",19
Sweden,Protection at birth (PAB) against neonatal tetanus,19
Switzerland,Protection at birth (PAB) against neonatal tetanus,19
Syrian Arab Republic,"HepB, 3rd dose",19
Tajikistan,"Pneumococcal conjugate vaccine, 2nd dose",19
Tajikistan,Protection at birth (PAB) against neonatal tetanus,19
Timor-Leste,"HepB, 3rd dose",19
Turks and Caicos Islands,"HepB, 3rd dose",19
United Kingdom of Great Britain and Northern Ireland,Protection at birth (PAB) against neonatal tetanus,19
Uruguay,Protection at birth (PAB) against neonatal tetanus,19
Uzbekistan,"Rotavirus, last dose",19
Venezuela (Bolivarian Republic of),"Rubella-containing vaccine, 1st dose",19
Wallis and Futuna,"HepB, 3rd dose",19
Zambia,"DTP-containing vaccine, 1st dose",19
Afghanistan,"Pneumococcal conjugate vaccine, final dose",18
Algeria,"Pneumococcal conjugate vaccine, 1st dose",18
American Samoa,"HepB, 3rd dose",18
Angola,"Rotavirus, last dose",18
Armenia,"HepB, 3rd dose",18
Australia,"Hib, 3rd dose",18
Australia,"Inactivated polio-containing vaccine, 1st dose",18
Australia,Protection at birth (PAB) against neonatal tetanus,18
Austria,Protection at birth (PAB) against neonatal tetanus,18
Azerbaijan,Protection at birth (PAB) against neonatal tetanus,18
Bahrain,"HepB, 3rd dose",18
Bangladesh,"Pneumococcal conjugate vaccine, 1st dose",18
Belarus,"Rotavirus, 1st dose",18
Belgium,"Pneumococcal conjugate vaccine, 1st dose",18
Belgium,"Rotavirus, 1st dose",18
Bolivia (Plurinational State of),"Pneumococcal conjugate vaccine, final dose",18
Botswana,"Pneumococcal conjugate vaccine, final dose",18
Botswana,Protection at birth (PAB) against neonatal tetanus,18
Brazil,Protection at birth (PAB) against neonatal tetanus,18
Brunei Darussalam,"HepB, 3rd dose",18
Bulgaria,"HepB, 3rd dose",18
China,BCG (Baccille Calmette Guérin) vaccine,18
China,"DTP-containing vaccine, 3rd dose",18
Cook Islands,"Pneumococcal conjugate vaccine, 2nd dose",18
Croatia,"Pneumococcal conjugate vaccine, 2nd dose",18
Czechia,"DTP-containing vaccine, 3rd dose",18
Côte d'Ivoire,"Pneumococcal conjugate vaccine, final dose",18
Denmark,"Measles-containing vaccine, 1st dose",18
Ecuador,"HepB, birth dose (given within 24 hours of birth)",18
El Salvador,"Rubella-containing vaccine, 1st dose",18
Eritrea,"Rotavirus, last dose",18
France,Protection at birth (PAB) against neonatal tetanus,18
Gambia,"Rotavirus, last dose",18
Greece,Protection at birth (PAB) against neonatal tetanus,18
Guam,"Pneumococcal conjugate vaccine, final dose",18
Honduras,Protection at birth (PAB) against neonatal tetanus,18
Hungary,"Pneumococcal conjugate vaccine, final dose",18
Iceland,Protection at birth (PAB) against neonatal tetanus,18
Iran (Islamic Republic of),Protection at birth (PAB) against neonatal tetanus,18
Ireland,Protection at birth (PAB) against neonatal tetanus,18
Israel,"Hib, 3rd dose",18
Israel,"Pneumococcal conjugate vaccine, 1st dose",18
Israel,Protection at birth (PAB) against neonatal tetanus,18
Israel,"Rotavirus, 1st dose",18
Italy,"Rubella-containing vaccine, 1st dose",18
Japan,Protection at birth (PAB) against neonatal tetanus,18
Kenya,"Rotavirus, last dose",18
Kyrgyzstan,Protection at birth (PAB) against neonatal tetanus,18
Lao People's Democratic Republic,"Pneumococcal conjugate vaccine, final dose",18
Lesotho,"Pneumococcal conjugate vaccine, final dose",18
Lithuania,"HepB, 3rd dose",18
Lithuania,Protection at birth (PAB) against neonatal tetanus,18
Malaysia,Japanese encephalitis,18
Maldives,Protection at birth (PAB) against neonatal tetanus,18
Marshall Islands,BCG (Baccille Calmette Guérin) vaccine,18
Mexico,Protection at birth (PAB) against neonatal tetanus,18
New Zealand,Protection at birth (PAB) against neonatal tetanus,18
North Macedonia,Protection at birth (PAB) against neonatal tetanus,18
Palau,Protection at birth (PAB) against neonatal tetanus,18
Peru,Protection at birth (PAB) against neonatal tetanus,18
Republic of Moldova,Protection at birth (PAB) against neonatal tetanus,18
Romania,"Pneumococcal conjugate vaccine, 2nd dose",18
Saint Kitts and Nevis,Protection at birth (PAB) against neonatal tetanus,18
Samoa,Protection at birth (PAB) against neonatal tetanus,18
San Marino,"Polio, 3rd dose",18
Saudi Arabia,"HepB, 3rd dose",18
Saudi Arabia,Protection at birth (PAB) against neonatal tetanus,18
Saudi Arabia,"Rotavirus, last dose",18
Saudi Arabia,"Rubella-containing vaccine, 1st dose",18
Slovakia,"Pneumococcal conjugate vaccine, 2nd dose",18
Slovenia,"Pneumococcal conjugate vaccine, 2nd dose",18
Solomon Islands,"Measles-containing vaccine, 1st dose",18
Sweden,"Pneumococcal conjugate vaccine, 2nd dose",18
Switzerland,"Rubella-containing vaccine, 1st dose",18
Thailand,Protection at birth (PAB) against neonatal tetanus,18
Tonga,Protection at birth (PAB) against neonatal tetanus,18
Trinidad and Tobago,Protection at birth (PAB) against neonatal tetanus,18
Turkmenistan,Protection at birth (PAB) against neonatal tetanus,18
Tuvalu,"Pneumococcal conjugate vaccine, 2nd dose",18
Tuvalu,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",18
Uganda,"Pneumococcal conjugate vaccine, final dose",18
United Kingdom of Great Britain and Northern Ireland,"Inactivated polio-containing vaccine, 1st dose",18
United States of America,Japanese encephalitis,18
Venezuela (Bolivarian Republic of),"Pneumococcal conjugate vaccine, 1st dose",18
Zambia,"Pneumococcal conjugate vaccine, final dose",18
Algeria,"HepB, birth dose (given within 24 hours of birth)",17
Andorra,"Inactivated polio-containing vaccine, 1st dose",17
Armenia,"DTP-containing vaccine, 1st dose",17
Armenia,"Pneumococcal conjugate vaccine, 2nd dose",17
Armenia,"Rotavirus, last dose",17
Belize,"Rubella-containing vaccine, 1st dose",17
Bosnia and Herzegovina,"Rubella-containing vaccine, 1st dose",17
Brazil,"HepB, birth dose (given within 24 hours of birth)",17
Burkina Faso,"Rotavirus, last dose",17
"China, Hong Kong SAR","DTP-containing vaccine, 1st dose",17
"China, Hong Kong SAR","DTP-containing vaccine, 3rd dose",17
Colombia,"Measles-containing vaccine, 2nd dose",17
Cook Islands,"HepB, 3rd dose",17
Ecuador,Protection at birth (PAB) against neonatal tetanus,17
Fiji,"Pneumococcal conjugate vaccine, final dose",17
Finland,Protection at birth (PAB) against neonatal tetanus,17
French Polynesia,"Pneumococcal conjugate vaccine, final dose",17
Gambia,Protection at birth (PAB) against neonatal tetanus,17
Georgia,Protection at birth (PAB) against neonatal tetanus,17
Georgia,"Rotavirus, last dose",17
Ghana,Protection at birth (PAB) against neonatal tetanus,17
Guinea,Protection at birth (PAB) against neonatal tetanus,17
Guinea-Bissau,"Pneumococcal conjugate vaccine, 1st dose",17
Guinea-Bissau,"Rotavirus, 1st dose",17
Haiti,"Measles-containing vaccine, 1st dose",17
India,Protection at birth (PAB) against neonatal tetanus,17
Japan,"Polio, 3rd dose",17
Kiribati,"Rotavirus, 1st dose",17
Kyrgyzstan,"Rubella-containing vaccine, 1st dose",17
Lebanon,"Rubella-containing vaccine, 1st dose",17
Luxembourg,"Pneumococcal conjugate vaccine, 1st dose",17
Luxembourg,Protection at birth (PAB) against neonatal tetanus,17
Mauritania,Protection at birth (PAB) against neonatal tetanus,17
Mozambique,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",17
Nauru,"Pneumococcal conjugate vaccine, 2nd dose",17
Nauru,Protection at birth (PAB) against neonatal tetanus,17
Panama,Protection at birth (PAB) against neonatal tetanus,17
Papua New Guinea,"HepB, 3rd dose",17
